"VIN","make","model","MY","DOB","WSD","SST"
"3MEHM02G8ARXXXXXX","MERC","MILAN",2010,"2008-08-04 00:00:00","2009-01-05 00:00:00","MI"
"3MEHM08A9ARXXXXXX","MERC","MILAN",2010,"2008-08-04 00:00:00","2009-01-05 00:00:00","MI"
"3MEDM0539ARXXXXXX","MERC","MILAN",2010,"2008-08-06 00:00:00","2009-01-05 00:00:00","MI"
"3MEHM07A3ARXXXXXX","MERC","MILAN",2010,"2008-08-06 00:00:00","2009-01-05 00:00:00","MI"
"3MEDM0535ARXXXXXX","MERC","MILAN",2010,"2008-08-07 00:00:00","2009-01-05 00:00:00","MI"
"3MEHM02GXARXXXXXX","MERC","MILAN",2010,"2008-08-07 00:00:00","2009-01-05 00:00:00","MI"
"3MEHM02G2ARXXXXXX","MERC","MILAN",2010,"2008-08-07 00:00:00","2009-01-05 00:00:00","MI"
"3MEHM07A0ARXXXXXX","MERC","MILAN",2010,"2008-08-07 00:00:00","2009-01-05 00:00:00","MI"
"3MEDM0L3XARXXXXXX","MERC","MILAN HYB",2010,"2008-09-22 00:00:00","2009-01-06 00:00:00","MI"
"3MEDM0L31ARXXXXXX","MERC","MILAN HYB",2010,"2008-09-22 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0HA6ARXXXXXX","MERC","MILAN",2010,"2008-09-22 00:00:00","2009-01-07 00:00:00","MI"
"3MEDM0L37ARXXXXXX","MERC","MILAN HYB",2010,"2008-09-24 00:00:00","2009-01-06 00:00:00","MI"
"3MEDM0L39ARXXXXXX","MERC","MILAN HYB",2010,"2008-09-24 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0JA9ARXXXXXX","MERC","MILAN",2010,"2008-09-24 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0JG7ARXXXXXX","MERC","MILAN",2010,"2008-09-24 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0JG9ARXXXXXX","MERC","MILAN",2010,"2008-09-24 00:00:00","2009-01-06 00:00:00","MI"
"3MEDM0L34ARXXXXXX","MERC","MILAN HYB",2010,"2008-09-25 00:00:00","2009-01-06 00:00:00","MI"
"3MEDM0L39ARXXXXXX","MERC","MILAN HYB",2010,"2008-09-25 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0CG0ARXXXXXX","MERC","MILAN",2010,"2008-09-25 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0CG6ARXXXXXX","MERC","MILAN",2010,"2008-09-25 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0JA0ARXXXXXX","MERC","MILAN",2010,"2008-09-25 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0JA9ARXXXXXX","MERC","MILAN",2010,"2008-09-25 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0JG0ARXXXXXX","MERC","MILAN",2010,"2008-09-25 00:00:00","2009-01-06 00:00:00","MI"
"3MEDM0L33ARXXXXXX","MERC","MILAN HYB",2010,"2008-09-26 00:00:00","2009-01-06 00:00:00","MI"
"3MEDM0L35ARXXXXXX","MERC","MILAN HYB",2010,"2008-09-26 00:00:00","2009-01-06 00:00:00","MI"
"3MEDM0L35ARXXXXXX","MERC","MILAN HYB",2010,"2008-09-26 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0CG1ARXXXXXX","MERC","MILAN",2010,"2008-09-26 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0CG4ARXXXXXX","MERC","MILAN",2010,"2008-09-26 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0HA5ARXXXXXX","MERC","MILAN",2010,"2008-09-26 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0HA7ARXXXXXX","MERC","MILAN",2010,"2008-09-26 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0JG2ARXXXXXX","MERC","MILAN",2010,"2008-09-26 00:00:00","2009-01-06 00:00:00","MI"
"3MEDM0L33ARXXXXXX","MERC","MILAN HYB",2010,"2008-09-29 00:00:00","2009-01-06 00:00:00","MI"
"3MEDM0L30ARXXXXXX","MERC","MILAN HYB",2010,"2008-09-30 00:00:00","2009-01-06 00:00:00","MI"
"3MEDM0L30ARXXXXXX","MERC","MILAN HYB",2010,"2008-09-30 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0CG2ARXXXXXX","MERC","MILAN",2010,"2008-09-30 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0CG7ARXXXXXX","MERC","MILAN",2010,"2008-09-30 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0HA8ARXXXXXX","MERC","MILAN",2010,"2008-09-30 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0CG2ARXXXXXX","MERC","MILAN",2010,"2008-10-01 00:00:00","2009-01-06 00:00:00","MI"
"3MEDM0L33ARXXXXXX","MERC","MILAN HYB",2010,"2008-10-03 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0HAXARXXXXXX","MERC","MILAN",2010,"2008-10-03 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0JA7ARXXXXXX","MERC","MILAN",2010,"2008-10-03 00:00:00","2009-01-06 00:00:00","MI"
"3MEDM0L35ARXXXXXX","MERC","MILAN HYB",2010,"2008-10-06 00:00:00","2009-01-06 00:00:00","MI"
"3MEDM0L31ARXXXXXX","MERC","MILAN HYB",2010,"2008-10-07 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0CG0ARXXXXXX","MERC","MILAN",2010,"2008-10-08 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0CG0ARXXXXXX","MERC","MILAN",2010,"2008-10-09 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0CG2ARXXXXXX","MERC","MILAN",2010,"2008-10-09 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0CG4ARXXXXXX","MERC","MILAN",2010,"2008-10-09 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0CG6ARXXXXXX","MERC","MILAN",2010,"2008-10-09 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0CG9ARXXXXXX","MERC","MILAN",2010,"2008-10-09 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0CG9ARXXXXXX","MERC","MILAN",2010,"2008-10-16 00:00:00","2009-01-06 00:00:00","MI"
"3MEDM0L33ARXXXXXX","MERC","MILAN HYB",2010,"2008-10-21 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0CG5ARXXXXXX","MERC","MILAN",2010,"2008-10-21 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0CG7ARXXXXXX","MERC","MILAN",2010,"2008-10-21 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0CG3ARXXXXXX","MERC","MILAN",2010,"2008-10-22 00:00:00","2009-01-06 00:00:00","MI"
"3MEHM0CG8ARXXXXXX","MERC","MILAN",2010,"2008-10-22 00:00:00","2009-01-07 00:00:00","MI"
"3MEDM0L33ARXXXXXX","MERC","MILAN HYB",2010,"2008-12-01 00:00:00","2009-02-19 00:00:00","MA"
"3MEHM0CGXARXXXXXX","MERC","MILAN",2010,"2008-12-01 00:00:00","2009-06-11 00:00:00","NY"
"3MEHM0CG8ARXXXXXX","MERC","MILAN",2010,"2008-12-01 00:00:00","2009-11-30 00:00:00","NY"
"3MEHM0HA3ARXXXXXX","MERC","MILAN",2010,"2008-12-01 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0JA1ARXXXXXX","MERC","MILAN",2010,"2008-12-01 00:00:00","2009-12-30 00:00:00","TX"
"3MEHM0CG0ARXXXXXX","MERC","MILAN",2010,"2008-12-02 00:00:00","2010-09-15 00:00:00","MI"
"3MEHM0CG9ARXXXXXX","MERC","MILAN",2010,"2008-12-02 00:00:00","2009-01-07 00:00:00","TX"
"3MEHM0HAXARXXXXXX","MERC","MILAN",2010,"2008-12-02 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0HA8ARXXXXXX","MERC","MILAN",2010,"2008-12-02 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0JAXARXXXXXX","MERC","MILAN",2010,"2008-12-02 00:00:00","2009-06-18 00:00:00","CA"
"3MEHM0JA6ARXXXXXX","MERC","MILAN",2010,"2008-12-02 00:00:00","2009-08-19 00:00:00","CA"
"3MEDM0L35ARXXXXXX","MERC","MILAN HYB",2010,"2008-12-03 00:00:00","2009-08-29 00:00:00","MA"
"3MEDM0L37ARXXXXXX","MERC","MILAN HYB",2010,"2008-12-03 00:00:00","2009-07-11 00:00:00","NY"
"3MEHM0CG3ARXXXXXX","MERC","MILAN",2010,"2008-12-03 00:00:00","2009-10-30 00:00:00","NJ"
"3MEHM0CG7ARXXXXXX","MERC","MILAN",2010,"2008-12-03 00:00:00","2009-01-07 00:00:00","TX"
"3MEHM0CG9ARXXXXXX","MERC","MILAN",2010,"2008-12-03 00:00:00","2010-10-05 00:00:00","MI"
"3MEHM0HA1ARXXXXXX","MERC","MILAN",2010,"2008-12-03 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0JA6ARXXXXXX","MERC","MILAN",2010,"2008-12-03 00:00:00","2009-10-08 00:00:00","CA"
"3MEHM0JA8ARXXXXXX","MERC","MILAN",2010,"2008-12-03 00:00:00","2009-06-30 00:00:00","CA"
"3MEDM0L39ARXXXXXX","MERC","MILAN HYB",2010,"2008-12-04 00:00:00","2009-07-06 00:00:00","PA"
"3MEHM0CGXARXXXXXX","MERC","MILAN",2010,"2008-12-04 00:00:00","2009-08-03 00:00:00","NY"
"3MEHM0CG6ARXXXXXX","MERC","MILAN",2010,"2008-12-04 00:00:00","2010-03-27 00:00:00","TX"
"3MEHM0HA6ARXXXXXX","MERC","MILAN",2010,"2008-12-04 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0JA3ARXXXXXX","MERC","MILAN",2010,"2008-12-04 00:00:00","2009-01-07 00:00:00","TX"
"3MEHM0JA8ARXXXXXX","MERC","MILAN",2010,"2008-12-04 00:00:00","2009-08-10 00:00:00","CA"
"3MEDM0L38ARXXXXXX","MERC","MILAN HYB",2010,"2008-12-05 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0CG0ARXXXXXX","MERC","MILAN",2010,"2008-12-05 00:00:00","2009-01-07 00:00:00","TX"
"3MEHM0CG2ARXXXXXX","MERC","MILAN",2010,"2008-12-05 00:00:00","2009-01-07 00:00:00","TX"
"3MEHM0CG4ARXXXXXX","MERC","MILAN",2010,"2008-12-05 00:00:00","2009-01-07 00:00:00","TX"
"3MEHM0HA5ARXXXXXX","MERC","MILAN",2010,"2008-12-05 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0JAXARXXXXXX","MERC","MILAN",2010,"2008-12-05 00:00:00","2009-01-07 00:00:00","TX"
"3MEDM0L30ARXXXXXX","MERC","MILAN HYB",2010,"2008-12-09 00:00:00","2009-05-07 00:00:00","PA"
"3MEDM0L34ARXXXXXX","MERC","MILAN HYB",2010,"2008-12-09 00:00:00","2009-05-22 00:00:00","NV"
"3MEHM0CGXARXXXXXX","MERC","MILAN",2010,"2008-12-09 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0CGXARXXXXXX","MERC","MILAN",2010,"2008-12-09 00:00:00","2009-01-07 00:00:00","MO"
"3MEHM0CG6ARXXXXXX","MERC","MILAN",2010,"2008-12-09 00:00:00","2009-01-07 00:00:00","IL"
"3MEHM0JA1ARXXXXXX","MERC","MILAN",2010,"2008-12-09 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0JA5ARXXXXXX","MERC","MILAN",2010,"2008-12-09 00:00:00","2009-08-08 00:00:00","MO"
"3MEDM0L32ARXXXXXX","MERC","MILAN HYB",2010,"2008-12-10 00:00:00","2010-01-04 00:00:00","NJ"
"3MEDM0L36ARXXXXXX","MERC","MILAN HYB",2010,"2008-12-10 00:00:00","2009-05-09 00:00:00","CA"
"3MEDM0L38ARXXXXXX","MERC","MILAN HYB",2010,"2008-12-10 00:00:00","2009-05-02 00:00:00","CA"
"3MEHM0CG1ARXXXXXX","MERC","MILAN",2010,"2008-12-10 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0CG6ARXXXXXX","MERC","MILAN",2010,"2008-12-10 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0JA2ARXXXXXX","MERC","MILAN",2010,"2008-12-10 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0JA9ARXXXXXX","MERC","MILAN",2010,"2008-12-10 00:00:00","2009-01-07 00:00:00","TX"
"3MEDM0L3XARXXXXXX","MERC","MILAN HYB",2010,"2008-12-11 00:00:00","2009-05-07 00:00:00","WA"
"3MEDM0L39ARXXXXXX","MERC","MILAN HYB",2010,"2008-12-11 00:00:00","2009-05-07 00:00:00","FL"
"3MEHM0CG5ARXXXXXX","MERC","MILAN",2010,"2008-12-11 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0CG7ARXXXXXX","MERC","MILAN",2010,"2008-12-11 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0JA0ARXXXXXX","MERC","MILAN",2010,"2008-12-11 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0JA2ARXXXXXX","MERC","MILAN",2010,"2008-12-11 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0JA9ARXXXXXX","MERC","MILAN",2010,"2008-12-11 00:00:00","2009-01-07 00:00:00","MI"
"3MEDM0L32ARXXXXXX","MERC","MILAN HYB",2010,"2008-12-12 00:00:00","2009-04-25 00:00:00","AZ"
"3MEDM0L34ARXXXXXX","MERC","MILAN HYB",2010,"2008-12-12 00:00:00","2009-06-26 00:00:00","TX"
"3MEHM0CG3ARXXXXXX","MERC","MILAN",2010,"2008-12-12 00:00:00","2009-01-07 00:00:00","GA"
"3MEHM0CG5ARXXXXXX","MERC","MILAN",2010,"2008-12-12 00:00:00","2009-01-07 00:00:00","NY"
"3MEHM0HA6ARXXXXXX","MERC","MILAN",2010,"2008-12-12 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0JA4ARXXXXXX","MERC","MILAN",2010,"2008-12-12 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0JA6ARXXXXXX","MERC","MILAN",2010,"2008-12-12 00:00:00","2009-01-07 00:00:00","MI"
"3MEDM0L33ARXXXXXX","MERC","MILAN HYB",2010,"2008-12-13 00:00:00","2010-05-01 00:00:00","FL"
"3MEDM0L35ARXXXXXX","MERC","MILAN HYB",2010,"2008-12-13 00:00:00","2009-04-16 00:00:00","CA"
"3MEHM0CG1ARXXXXXX","MERC","MILAN",2010,"2008-12-13 00:00:00","2009-11-16 00:00:00","NY"
"3MEHM0CG8ARXXXXXX","MERC","MILAN",2010,"2008-12-13 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0JA4ARXXXXXX","MERC","MILAN",2010,"2008-12-13 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0JA7ARXXXXXX","MERC","MILAN",2010,"2008-12-13 00:00:00","2009-08-01 00:00:00","TX"
"3MEHM0JA8ARXXXXXX","MERC","MILAN",2010,"2008-12-13 00:00:00","2009-01-07 00:00:00","MI"
"3MEDM0L30ARXXXXXX","MERC","MILAN HYB",2010,"2008-12-15 00:00:00","2009-04-30 00:00:00","VA"
"3MEDM0L31ARXXXXXX","MERC","MILAN HYB",2010,"2008-12-15 00:00:00","2009-05-02 00:00:00","WA"
"3MEHM0CGXARXXXXXX","MERC","MILAN",2010,"2008-12-15 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0CG1ARXXXXXX","MERC","MILAN",2010,"2008-12-15 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0CG3ARXXXXXX","MERC","MILAN",2010,"2008-12-15 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0CG6ARXXXXXX","MERC","MILAN",2010,"2008-12-15 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0JA4ARXXXXXX","MERC","MILAN",2010,"2008-12-15 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0JA5ARXXXXXX","MERC","MILAN",2010,"2008-12-15 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0JA7ARXXXXXX","MERC","MILAN",2010,"2008-12-15 00:00:00","2009-01-07 00:00:00","MI"
"3MEDM0L33ARXXXXXX","MERC","MILAN HYB",2010,"2008-12-16 00:00:00","2010-12-30 00:00:00","AZ"
"3MEDM0L36ARXXXXXX","MERC","MILAN HYB",2010,"2008-12-16 00:00:00","2009-02-19 00:00:00","TX"
"3MEHM0CG1ARXXXXXX","MERC","MILAN",2010,"2008-12-16 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0CG4ARXXXXXX","MERC","MILAN",2010,"2008-12-16 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0CG7ARXXXXXX","MERC","MILAN",2010,"2008-12-16 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0CG8ARXXXXXX","MERC","MILAN",2010,"2008-12-16 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0CG9ARXXXXXX","MERC","MILAN",2010,"2008-12-16 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0HAXARXXXXXX","MERC","MILAN",2010,"2008-12-16 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0HA7ARXXXXXX","MERC","MILAN",2010,"2008-12-16 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0JA0ARXXXXXX","MERC","MILAN",2010,"2008-12-16 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0JA6ARXXXXXX","MERC","MILAN",2010,"2008-12-16 00:00:00","2009-01-07 00:00:00","MI"
"3MEHM0CG3ARXXXXXX","MERC","MILAN",2010,"2009-02-04 00:00:00","2009-03-15 00:00:00","MI"
"3MEHM0JG8ARXXXXXX","MERC","MILAN",2010,"2009-02-04 00:00:00","2009-03-18 00:00:00","MI"
"3MEDM0L32ARXXXXXX","MERC","MILAN HYB",2010,"2009-02-05 00:00:00","2009-03-31 00:00:00","OH"
"3MEHM0CG0ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-17 00:00:00","MI"
"3MEHM0CG1ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-16 00:00:00","MI"
"3MEHM0CG6ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-26 00:00:00","MI"
"3MEHM0CG7ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-18 00:00:00","MI"
"3MEHM0CG7ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-18 00:00:00","MI"
"3MEHM0CG9ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-13 00:00:00","MI"
"3MEHM0CG9ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-20 00:00:00","MI"
"3MEHM0JA8ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-04-10 00:00:00","NJ"
"3MEHM0JGXARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-20 00:00:00","MI"
"3MEHM0JG0ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-13 00:00:00","MI"
"3MEHM0JG0ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-13 00:00:00","MI"
"3MEHM0JG0ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-17 00:00:00","MI"
"3MEHM0JG1ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-14 00:00:00","MI"
"3MEHM0JG1ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-18 00:00:00","GA"
"3MEHM0JG2ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-17 00:00:00","MI"
"3MEHM0JG3ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-24 00:00:00","MA"
"3MEHM0JG4ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-15 00:00:00","MI"
"3MEHM0JG4ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-20 00:00:00","PA"
"3MEHM0JG6ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-20 00:00:00","MI"
"3MEHM0JG6ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-13 00:00:00","AZ"
"3MEHM0JG6ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-13 00:00:00","MI"
"3MEHM0JG7ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-13 00:00:00","MI"
"3MEHM0JG7ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-13 00:00:00","MI"
"3MEHM0JG7ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-19 00:00:00","VA"
"3MEHM0JG8ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-19 00:00:00","MO"
"3MEHM0JG8ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-13 00:00:00","MI"
"3MEHM0JG9ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-17 00:00:00","TN"
"3MEHM0JG9ARXXXXXX","MERC","MILAN",2010,"2009-02-05 00:00:00","2009-03-14 00:00:00","MI"
"3MEDM0L30ARXXXXXX","MERC","MILAN HYB",2010,"2009-02-06 00:00:00","2009-03-31 00:00:00","VA"
"3MEDM0L38ARXXXXXX","MERC","MILAN HYB",2010,"2009-02-06 00:00:00","2009-04-17 00:00:00","IN"
"3MEDM0L38ARXXXXXX","MERC","MILAN HYB",2010,"2009-02-06 00:00:00","2009-04-21 00:00:00","NY"
"3MEHM0CGXARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2009-03-18 00:00:00","MI"
"3MEHM0CG0ARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2009-03-13 00:00:00","CA"
"3MEHM0CG1ARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2009-03-13 00:00:00","MI"
"3MEHM0CG2ARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2009-03-20 00:00:00","MI"
"3MEHM0CG2ARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2009-03-18 00:00:00","MI"
"3MEHM0CG4ARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2009-03-18 00:00:00","MO"
"3MEHM0CG5ARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2009-03-13 00:00:00","VA"
"3MEHM0CG7ARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2009-03-18 00:00:00","MI"
"3MEHM0CG7ARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2009-03-18 00:00:00","MI"
"3MEHM0CG9ARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2009-03-13 00:00:00","MI"
"3MEHM0HAXARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2009-03-18 00:00:00","MI"
"3MEHM0HA3ARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2009-07-28 00:00:00","NY"
"3MEHM0HA5ARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2009-07-25 00:00:00","NV"
"3MEHM0JA0ARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2009-08-07 00:00:00","CA"
"3MEHM0JA1ARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2009-08-08 00:00:00","FL"
"3MEHM0JA3ARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2009-06-11 00:00:00","OH"
"3MEHM0JA5ARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2009-07-20 00:00:00","OH"
"3MEHM0JA5ARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2009-04-13 00:00:00","MI"
"3MEHM0JA7ARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2010-01-30 00:00:00","OH"
"3MEHM0JGXARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2009-03-15 00:00:00","MI"
"3MEHM0JGXARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2009-03-13 00:00:00","MI"
"3MEHM0JGXARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2009-03-14 00:00:00","MI"
"3MEHM0JGXARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2009-03-16 00:00:00","MI"
"3MEHM0JGXARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2009-03-14 00:00:00","CA"
"3MEHM0JG0ARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2009-03-24 00:00:00","MI"
"3MEHM0JG0ARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2009-03-13 00:00:00","MI"
"3MEHM0JG0ARXXXXXX","MERC","MILAN",2010,"2009-02-06 00:00:00","2009-03-19 00:00:00","MI"
